NM_CANDIDATO,Partido,NM_UE,Estado,total
VANDIR PEDROSA DE MENDONÇA,MOBILIZA,PEDRA DOURADA,MG,4980.0
ADEMIR PAULO CASANOVA,PSD,SANTIAGO DO SUL,SC,4979.0
DARLY DETTMANN,PSB,ITAGUAÇU,ES,4975.85
VARLY LIMA,PT,MANTENÓPOLIS,ES,4975.0
FABRICIO LUIZ SALVATERRA,NOVO,INDAIATUBA,SP,4969.16
VICENTE SOLDA,REPUBLICANOS,RIO AZUL,PR,4968.0
DILCIMAR RODRIGUES DE SOUSA,NOVO,TIMON,MA,4963.17
LAUDEMI SILVA SOUSA,MOBILIZA,CAJURI,MG,4960.0
RONIVALDO LUIZ COSTA,AGIR,AGUDOS,SP,4950.0
NILTON JOSE VALENTINI,CIDADANIA,BENJAMIN CONSTANT DO SUL,RS,4942.0
JOSE ROBERTO SANTOS ANDRADE,REPUBLICANOS,SERROLÂNDIA,BA,4940.0
LUIZ ANTONIO PEREIRA DE CARVALHO,MDB,GUZOLÂNDIA,SP,4915.0
MARCUS ADILSON RINCO,UNIÃO,ALTO PARAÍSO DE GOIÁS,GO,4910.0
LUIZ VIEIRA DE SOUSA,PP,RIBEIRA DO PIAUÍ,PI,4908.0
JOAQUIM DE OLIVEIRA MOTA,PSDB,MANGA,MG,4900.0
JAMIS LUIT SANTANA DOS SANTOS,PP,MARAVILHA,AL,4890.0
JULIANO HOBUSS BUCHWEITZ,PP,ARROIO DO PADRE,RS,4884.0
JULIO CESAR ALCANTARA,MOBILIZA,PARACURU,CE,4871.0
LAERCIO DE MELLO ALMEIDA,UNIÃO,COROADOS,SP,4870.75
VILMAR MOTTA SCHMITT,PP,CAPÃO DO LEÃO,RS,4870.0
LAUDIMAR DA SILVA ALVES,PDT,SÍTIO D'ABADIA,GO,4855.0
FRANCISCO DE ASSIS ALENCAR,PSD,FRANCISCO MACEDO,PI,4844.0
NILTON AUGUSTO ALVES FILHO,PSD,VIRADOURO,SP,4841.25
ALDENIR JOSE DE BRITO,PSDB,QUIXERÉ,CE,4835.0
ARLETE SCHUINDT,NOVO,ARRAIAL DO CABO,RJ,4830.0
WILSON ROBERTO RIBEIRO,PSD,ARAPORÃ,MG,4820.5
FABIOLA ALMEIDA MORAES,PRD,GURUPÁ,PA,4812.5
NERI ROSA DA SILVA,PP,GUABIJU,RS,4805.5
RODRIGO AGUIAR DOS SANTOS SILVA,PODE,GOVERNADOR NEWTON BELLO,MA,4805.0
FRANCISCO EVANGELISTA RESENDE,MDB,MILTON BRANDÃO,PI,4800.0
CLAUDIO ANTONIO DE FARIA,REPUBLICANOS,CLARAVAL,MG,4800.0
ANTONIO ADELINO DE OLIVEIRA NETO,PSDB,VIEIRÓPOLIS,PB,4800.0
LAERTON WEBER,PSD,MERCEDES,PR,4800.0
KLEBER ERIVELTON FERNANDES,NOVO,INÁCIO MARTINS,PR,4798.13
JACOB ALBUQUERQUE RIBEIRO,PSDB,ITANHOMI,MG,4760.05
ROGERIO SILVA BEZERRA,PSOL,CABEDELO,PB,4750.0
ERASMO LUIZ FRITZEN,MDB,SÃO JOSÉ DO INHACORÁ,RS,4740.0
JAQUELINE RODRIGUES SANTOS,PL,NORTELÂNDIA,MT,4740.0
ALCINEIDE DE OLIVEIRA FERREIRA CARVALHO,PSDB,INGAZEIRA,PE,4735.0
ASCANIO ANTONIO DE PAULA,PDT,CAFEZAL DO SUL,PR,4730.0
TERESINHA HERDVING PRAUN CHAMOUN,PT,ITUTINGA,MG,4705.9
RENAN ELIAS GODINHO,PODE,IBIÚNA,SP,4700.0
EDSON LOPES CAVALCANTE,PP,LAGOA DO OURO,PE,4700.0
EVANDRO CRUZ MENDES,REPUBLICANOS,BENEDITINOS,PI,4699.8
CELESTE AUGUSTA ARAUJO PAIVA,PT,BONINAL,BA,4697.0
MIRIAM SANDRA GONTIJO DE OLIVEIRA,PT,MOEMA,MG,4689.0
FERNANDO ROSA PACÍFICO,PT,PIRACANJUBA,GO,4683.32
VALMIR DE OLIVEIRA MAGALHÃES,MOBILIZA,BRÁS PIRES,MG,4670.0
NELSON BACK,PL,VIDAL RAMOS,SC,4670.0
VALTER LUIZ LARA,PT,ITATIBA,SP,4668.0
ADILSON DE OLIVEIRA LOPES,PL,ÁLVARO DE CARVALHO,SP,4664.54
SAURO ARGEMIRO PAES LEME,REPUBLICANOS,CAPINÓPOLIS,MG,4662.0
ALECY RODRIGUES DE OLIVEIRA,UNIÃO,ANHUMAS,SP,4660.0
MARCIA RAQUEL RODRIGUES PRESOTTO,UNIÃO,NOVO BARREIRO,RS,4620.0
FERNANDO DAPONT,MDB,ILÓPOLIS,RS,4620.0
MOZAIR EURÍPEDES FERREIRA,PL,PRATINHA,MG,4603.0
NILTON RAFAEL DE CASTRO CORCINI,PSDB,PIEDADE DE PONTE NOVA,MG,4600.0
ROBISON PEDROSO DA SILVA,PSD,JUSSARA,PR,4600.0
CELSO AUGUSTO DE OLIVEIRA LIMA,PDT,SANTA BÁRBARA DO MONTE VERDE,MG,4594.38
FRANCIVALDO DE ASSIS ALVES,MDB,GRANITO,PE,4590.0
FABIO LASSERE SOUSA BORGES,PRD,PIRANHAS,GO,4586.0
CARLOS ALAN ROSA DE CASTRO,PRTB,PORTO ALEGRE,RS,4580.0
OSVALDO MARTINHUK,PSDB,IVAÍ,PR,4575.0
VAGNER ALMEIDA ANDRADE,PL,PATROCÍNIO PAULISTA,SP,4562.0
ELSO CARLOS ROSA,UNIÃO,CONCEIÇÃO DAS ALAGOAS,MG,4562.0
JOSE MAURO GOMES DE CAMPOS,PL,IPIRANGA DE GOIÁS,GO,4554.0
MÔNICA DA SILVA BICUDO,REDE,TANGUÁ,RJ,4550.0
ANGELA REGINA MERCER DE MELLO NASSER,REPUBLICANOS,TIBAGI,PR,4550.0
ANDRE DOS SANTOS SAMPAIO,PSB,MONTANHA,ES,4550.0
CARLOS HENRIQUE FORTES DEZENA,PSD,ÁGUAS DA PRATA,SP,4545.5
TAISE BENATO RECH,MDB,CAMPESTRE DA SERRA,RS,4530.0
MARTA IÔNE TOZETTO,MDB,CORONEL FREITAS,SC,4520.0
GERSON FORMIGONI JUNIOR,REPUBLICANOS,SANTA ALBERTINA,SP,4520.0
ARILDO ROSA VIEIRA BARROS,PSDB,CAPELA,SE,4500.0
MARCEL DIAS LEITE,PP,PONTES GESTAL,SP,4500.0
VALERIO ERNESTO MARCON,PP,IPÊ,RS,4500.0
GUSTAVO HERTER TERRA,PP,TUPANCIRETÃ,RS,4500.0
JAN RICARDI GLASSER,UNIÃO,TAPIRAÍ,SP,4495.0
PEDRO AUGUSTO JUNQUEIRA FERRAZ,PL,LEOPOLDINA,MG,4491.6
MANOEL FABIANO FERREIRA FILHO,PL,BARRA BONITA,SP,4480.0
ELTON VINICIUS PIRES MOREIRA,PC do B,PRESIDENTE SARNEY,MA,4473.0
RICARDO MARTINS PINHEIRO,PT,MARCOS PARENTE,PI,4450.0
VALMIR AUGUSTO RODRIGUES,PP,PASSO DE TORRES,SC,4450.0
IRENEU ZACHARIAS,PSD,PAULO FRONTIN,PR,4447.86
TULIO ALVES ALCANTARA,PRD,BODOCÓ,PE,4445.0
RODRIGO ANDRE SCHANOSKI,PL,MARIPÁ,PR,4440.0
NIULLY NAYARA SANTANA CAMPOS,PSOL,ARACAJU,SE,4433.08
EDNALDO CARVALHO DIAS,PSB,LICÍNIO DE ALMEIDA,BA,4410.0
VICENTE WAGNER GUIMARÃES PEREIRA,PSD,POUSO ALTO,MG,4409.0
ARI EDMUNDO ROEHRS,MDB,NOVA CANDELÁRIA,RS,4384.12
REGIS LEANDRO YASUMURA,PL,GUARATINGUETÁ,SP,4382.0
LUCAS ABDALA DE SANTANA MAIA,REPUBLICANOS,SAUBARA,BA,4380.0
ADMILSO CESARIO SANTOS,PRD,CASSILÂNDIA,MS,4379.0
HENRIQUE DE OLIVEIRA RITA,MDB,SILVES,AM,4376.05
CLAIR ESCOTIEL DE FARIA,MOBILIZA,CAIANA,MG,4360.0
ANTONIO MARCOS MARTINS,AGIR,BUENO BRANDÃO,MG,4353.37
MARISA DE FATIMA ILKIU DE SOUZA,PSD,PORTO VITÓRIA,PR,4315.96
MIRIAN TEREZINHA BITTENCOURT CASTAGNOLI,CIDADANIA,REBOUÇAS,PR,4314.0
MARIUZA FERNANDES TEIXEIRA,PL,MORRO AGUDO DE GOIÁS,GO,4296.67
LEANDRO BRITO DE ANDRADE,PSD,ALMENARA,MG,4296.0
FERNANDO ANTONIO DOS SANTOS BRITO,PT,CAIRU,BA,4290.0
MIGUEL BERNARDO DA COSTA JUNIOR,MDB,BUJARU,PA,4285.0
FRANCISCO ERIVALDO DA SILVA,PT,SANTO ANTÔNIO DE LISBOA,PI,4280.0
ANTONIO CARLOS DOMINIAK,PL,CAMPO BONITO,PR,4252.45
OSMAR CLARO DE ASSIS,CIDADANIA,CABRÁLIA PAULISTA,SP,4251.0
LHEONIDES DE OLIVEIRA ANDRADE,UNIÃO,QUADRA,SP,4250.0
ELCIO PEREIRA DE OLIVEIRA,PP,PADRE CARVALHO,MG,4250.0
ARI ALVES WOLINGER,PL,PONTE ALTA DO NORTE,SC,4249.97
RODRIGO SALOMON BATISTA DE DOMINICIS,PSD,JACAREÍ,SP,4247.0
VALÉRIA CRISTINA PIMENTEL LEAL,PSB,ARAIOSES,MA,4234.99
LEANDRO CARVALHO SANSON,NOVO,ALAGOINHAS,BA,4216.27
FERNANDO ITAPUÃ BRANCO NUNES,PSD,QUINTANA,SP,4213.5
BALDONEDO ARTHUR NAPOLEÃO,PL,BARROSO,MG,4203.7
ELMAR ANDRÉ SCHNEIDER,MDB,ESTRELA,RS,4200.0
CLOVES APARECIDO RUIZ LAVRANDEIRO,PSDB,SANTANA DA PONTE PENSA,SP,4200.0
LUIS GONZAGA DE CARVALHO JUNIOR,PP,DEMERVAL LOBÃO,PI,4200.0
RAFAEL GARCIA CALIMAN,SOLIDARIEDADE,POTIRENDABA,SP,4200.0
CASSIO BADARO DA SILVEIRA PINTO,MDB,RIBEIRÃO DO PINHAL,PR,4199.9
LEANDRO CÉSAR SILVA VALADARES,CIDADANIA,MORRO AGUDO,SP,4175.0
WALDINEY DE SOUZA CAMPOS,UNIÃO,LAMIM,MG,4165.5
ANA PAULA VILA REAL DANTAS,PODE,CASCAVEL,CE,4160.0
EUCLIDES PASA,PDT,CRUZ MACHADO,PR,4158.0
SEBASTIAO CARLOS SOARES DA SILVA,MOBILIZA,DESCOBERTO,MG,4151.0
MARCOS CONRADO HASS,PSD,POMERODE,SC,4150.0
RODRIGO DOMICIANO DE OLIVEIRA,UNIÃO,SÃO FRANCISCO DE PAULA,RS,4144.4
MATHEUS TORRENT SILVEIRA,MOBILIZA,SÃO GERALDO,MG,4140.0
CLAYTON RODRIGO TREVISO,PSD,IVAÍ,PR,4135.0
ALCILENE ALVES DE ARAÚJO,PT,COLÔNIA DO GURGUÉIA,PI,4130.0
DAIANE SANTOS DE OLIVEIRA,PODE,SIRIRI,SE,4120.0
RODSON PEREIRA COSTA,PODE,SÃO JOSÉ DA VITÓRIA,BA,4120.0
PATRICK GIRARDI JERUSALMI,NOVO,NOVA FRIBURGO,RJ,4116.0
JULIANO MARCIO DE MEDEIROS NOGUEIRA,REPUBLICANOS,PAULO AFONSO,BA,4100.0
SORAIA FURTADO DA GRAÇA,SOLIDARIEDADE,RIO DAS FLORES,RJ,4100.0
SIDINEI MOISES DE FREITAS,MDB,SÉRIO,RS,4088.4
LEONALDO ALBUQUERQUE DE SOUSA,PSD,SENADOR JOSÉ PORFÍRIO,PA,4080.0
PEDRO AUGUSTO REZENDE RODRIGUES,PT,SÃO JOÃO NEPOMUCENO,MG,4076.02
LUCI PERETTI,PP,IOMERÊ,SC,4070.0
MANOEL NUNES DA SILVA,PL,ALCINÓPOLIS,MS,4065.0
ITAMAR JOSE DA COSTA,PL,PEDRA DO INDAIÁ,MG,4055.0
ANTENOR DE OLIVEIRA FILHO,PT,ITAPURA,SP,4045.0
VOLNEI LUIS GOSSLER,PT,GUARUJÁ DO SUL,SC,4040.0
FELIPE EDUARDO SEMINOTI JACQUES,MDB,ANDRÉ DA ROCHA,RS,4030.0
RENATO MARCELO MARKUS,PT,CAPINZAL,SC,4030.0
ARLEI LUIS TOMAZONI,PL,TRÊS PASSOS,RS,4020.0
MAURICIO TASCHETTO,PP,MATA,RS,4005.0
LUCIANO PEREIRA,PSD,PALHOÇA,SC,4000.0
FRANCISCO OCIMAR FERREIRA DA COSTA,PL,EIRUNEPÉ,AM,4000.0
JARDEL LUIS CASTRO GUIMARÃES,SOLIDARIEDADE,SANTARÉM,PA,4000.0
MARIA IRALDICE DE ALCANTARA,PP,GRAÇA,CE,4000.0
EDSON CORDEIRO DO NASCIMENTO,REPUBLICANOS,CERRO AZUL,PR,4000.0
RODRIGO VIEIRA DUARTE,MDB,PINHAL DA SERRA,RS,4000.0
FRANCISCO PORFÍRIO DE FREITAS,PT,RIACHÃO DO POÇO,PB,4000.0
BERNARD TAVARES DIDIMO,CIDADANIA,CARAPEBUS,RJ,4000.0
CASSIANO ROJAS MAIA,PSDB,TRÊS LAGOAS,MS,4000.0
GERALDO GERLANIO SAMPAIO DE OLIVEIRA,MDB,NOVA OLINDA,CE,4000.0
ABDON MACHADO DA PALMA,REPUBLICANOS,URANDI,BA,4000.0
SELMA CARVALHO PEREIRA SA SILVA,REDE,BARRA DO CORDA,MA,4000.0
DIEGO THARDELLE VIEIRA TEIXEIRA,PL,VARGEM GRANDE,MA,4000.0
ARMANDO CUNHA CARNEIRO DA SILVA,PL,QUISSAMÃ,RJ,4000.0
REGIS PAULO FRITZEN,MDB,SÃO VENDELINO,RS,4000.0
JULIO AVELINO OLIVEIRA DE MOURA JUNIOR,PL,PATY DO ALFERES,RJ,4000.0
ERIVAN SOARES MOTA,NOVO,INDEPENDÊNCIA,CE,4000.0
FRANCIVANI BATISTA DA SILVA,PSDB,PENDÊNCIAS,RN,4000.0
RUBENS DE ALMEIDA LACERDA,PSB,JURUAIA,MG,4000.0
MARCIO SIDINEI KONFLANZ,PP,CHUVISCA,RS,4000.0
AILTON NIXON SUASSUNA PORTO,REPUBLICANOS,TAVARES,PB,4000.0
RICARDO MACHADO VARGAS,REPUBLICANOS,CHARQUEADAS,RS,4000.0
HONORALICE DE ARAÚJO MATTOS PAOLINELLI,PT,CARMÓPOLIS DE MINAS,MG,4000.0
HELENA MARIA OLIVEIRA DE MORAIS,MDB,SERRA DE SÃO BENTO,RN,4000.0
JOAQUIM CÂNDIDO FILHO,MDB,ITOBI,SP,4000.0
JOÃO PAVAN,REPUBLICANOS,ALTO PARAÍSO,RO,4000.0
JULIANO DE SOUZA THOMAZ,REPUBLICANOS,DOM JOAQUIM,MG,4000.0
CLAUDINO FARIAS MURILLO JUNIOR,PL,QUARAÍ,RS,4000.0
JOSAFA DE LIMA OLIVEIRA,PT,SÃO LUIS DO PIAUÍ,PI,4000.0
MARCIA REGINA DO AMARAL SCHIO,PSDB,BRASILÂNDIA,MS,3999.0
CÉLIO RONALDO GOMES DE LIMA,PSDB,ITABERÁ,SP,3999.0
JOSE EDVAR DE SOUSA,PT,CORONEL XAVIER CHAVES,MG,3985.0
VANDUIR MATIAS DETERS,PT,TUNÁPOLIS,SC,3970.0
JONAS CALVI,PSDB,ENCANTADO,RS,3950.0
FREDSON LOPES FRANÇA,PODE,MONTALVÂNIA,MG,3950.0
CLÓVIS SCHREGELE,PT,LEBON RÉGIS,SC,3940.0
VENÍCIO JOSÉ DE OLIVEIRA,PSD,DOM BOSCO,MG,3925.0
LUÍS WANDERLEY GAZOTO,PL,TAPIRA,PR,3900.4
LUIS HENRIQUE KITTEL,PL,AGUDO,RS,3900.0
CHARLES LOPES MOREIRA,REPUBLICANOS,CAPELA NOVA,MG,3900.0
JOÃO VITOR PEIXOTO MOURA XAVIER,PDT,IGARAPÉ GRANDE,MA,3900.0
HELIO MAGALHÃES PEREIRA,PL,VARGEM GRANDE DO SUL,SP,3895.0
JOSENILTON FERREIRA RODRIGUES,PSD,TEODORO SAMPAIO,BA,3840.0
JOAO CARLOS HICKMANN,PT,TIRADENTES DO SUL,RS,3824.0
GEORGE ULBERG DANTAS,REPUBLICANOS,NOVA MARILÂNDIA,MT,3810.0
DENILSON APARECIDO MARTINS,PT,SANTA LUZIA,MG,3800.0
LEILA SILVA CÉSAR,SOLIDARIEDADE,SANTA ROSA DE GOIÁS,GO,3800.0
LUIZ JOSÉ SPANIOL,PDT,PRESIDENTE LUCENA,RS,3800.0
MÁRCIO ROGÉRIO DE SOUZA,PT,PEDRO LEOPOLDO,MG,3800.0
RICARDO ABILIO ROSSI CARDOSO,NOVO,RIBEIRÃO PIRES,SP,3785.0
JULIANA LARA RUIZ,PL,IGUATEMI,MS,3780.0
SANDRO ALEX MASSELAI,PL,PALMEIRA,SC,3774.45
CLAUDEVAN FERREIRA ROCHA,SOLIDARIEDADE,OLHO D'ÁGUA DAS FLORES,AL,3773.5
LUCIA RAQUEL RODRIGUES ORTIZ,MDB,CORREIA PINTO,SC,3765.06
JEFERSON GONCALVES MARTINS,PT,PASSO DE TORRES,SC,3760.0
JOSE DIAS DE OLIVEIRA,PSD,GUARDA-MOR,MG,3760.0
MARIA KAROLINE ALVES PINHEIRO,UNIÃO,ARACOIABA,CE,3750.0
DANIEL DOMINGOS PEREIRA,PT,DIAMANTE DO NORTE,PR,3750.0
RAFAEL NEITZKE TAMBOZI,PL,POUSO REDONDO,SC,3738.0
LUIZ CEZAR DANELLI FURINI,MDB,BALNEÁRIO PINHAL,RS,3735.0
MARCOS BERTOLETTI,PDT,BITURUNA,PR,3712.23
LEANDRO DE SOUZA QUEIROZ,PSD,SANTA MARIA DA VITÓRIA,BA,3704.8599999999997
GLEITON LIMA DA SILVA,MDB,GUIA LOPES DA LAGUNA,MS,3700.0
ELAINE GESSIMARA DAVIES,PT,QUERÊNCIA DO NORTE,PR,3700.0
TÚLIO VINÍCIUS DA SILVA TEIXEIRA,CIDADANIA,CRUZEIRO DA FORTALEZA,MG,3700.0
ALEXANDRE POMPEU DE PINA,PT,PIRENÓPOLIS,GO,3700.0
HEITOR HENRIQUE SILVEIRA ROLIM,MDB,CAPÃO BONITO,SP,3700.0
JOSE BENTO DE JESUS,PRD,MACATUBA,SP,3700.0
RENATO CARVALHO FERNANDES,REPUBLICANOS,ARAGUARI,MG,3700.0
OSCIMAR JOSÉ SPERANDIO,PSD,CAFEARA,PR,3700.0
SERGIO CAMPANHOLI,PSD,COLINA,SP,3695.4
DIONY NICOLAU ZEQUINI STEIN,PODE,MARECHAL FLORIANO,ES,3690.0
SIDNEI EUSTAQUIO DOS SANTOS,REPUBLICANOS,SÃO JOAQUIM DE BICAS,MG,3680.0
EDICLEI COSTA LUZ,DC,ITARARÉ,SP,3671.4
FREDERICO SILVA SANTOS,REDE,DIAMANTINA,MG,3663.31
ROMEU NUNES BISPO RODRIGUES,PSD,ALTAIR,SP,3653.0
RAQUEL D AVILA BITENCOURT CIPRIANO,PL,SÃO JOÃO DA MATA,MG,3650.0
JOSE PIO MENDES DE MESQUITA,PSD,LAGOA DE SÃO FRANCISCO,PI,3650.0
ODIR JOAO BOEHM,PDT,ERNESTINA,RS,3630.0
JUCEMARA ROSSATO,PP,NOVA PALMA,RS,3630.0
ROBERTO VENÂNCIO DOS SANTOS,PC do B,TAPIRAMUTÁ,BA,3620.66
MARCOS VALÉRIO BARRETO,PC do B,ITAGIBÁ,BA,3620.66
ONÉLIO RICHARTZ,PL,ANTÔNIO CARLOS,SC,3600.0
VILMAR ASTROGILDO TUTA DE SOUZA,PSD,BIGUAÇU,SC,3600.0
MARIA REGINA DELLA ROSA MAGRI,PSD,SÃO PEDRO DO IVAÍ,PR,3562.0
ALCIMARA AUXILIADORA ANDRADE DE PAULA,PDT,IBERTIOGA,MG,3558.0
FELIPE TALVANI SONTINI,MDB,RESTINGA,SP,3550.0
VINICIUS ALVES CAMARGOS,PP,CARMO DO CAJURU,MG,3549.0
ANDREIA ADILIA GONÇALVES PADILHA PORFIRIO,PT,TIGRINHOS,SC,3540.0
CARLOS ALBERTO BENEDETTI,PSD,SANTA ROSA,RS,3528.0
VALDEZ VIEIRA DA SILVA,MDB,CACHOEIRA DOS ÍNDIOS,PB,3524.99
MISAEL HUEBRA KLEM,PV,SÃO JOSÉ DO MANTIMENTO,MG,3520.5
RAIMUNDA ALMEIDA SOUSA,MDB,COLINAS DO TOCANTINS,TO,3520.0
ARNALDO ANDRADE DE SOUZA JUNIOR,PRD,BANZAÊ,BA,3508.0
RODRIGO JOSE MARQUES FERREIRA,PSD,IPORÁ,GO,3503.4
NILTON DA SILVA ROLANTE,PSDB,DOUTOR RICARDO,RS,3500.0
DELMO KOCH,PP,ANTÔNIO CARLOS,SC,3500.0
AURELIO SUENES DE RESENDE,PL,SÃO JOÃO DEL REI,MG,3500.0
SILVANEI BATISTA SANTOS,PSB,PORTEIRINHA,MG,3500.0
ANARACY PINTO PINHO RUFNO,PSB,APUIARÉS,CE,3500.0
PAULO KENJI SASAKI,PL,IBIÚNA,SP,3500.0
UADY ANTÔNIO DE FARIAS,UNIÃO,JAÇANÃ,RN,3500.0
ANDERSON ALVES MARTINS,PODE,ESMERALDAS,MG,3500.0
HUGO SÉRGIO BATISTA,PODE,PIRES DO RIO,GO,3500.0
VALMIR LUIZ MENEGAT,PSDB,TAQUARUÇU DO SUL,RS,3493.6
ALEXANDRE DE SOUSA PROFETA,PSD,ÂNGULO,PR,3491.76
JOSE OSCAR SILVA,PRD,ÁGUA COMPRIDA,MG,3490.62
NANCI MARONI DA SILVA YAMAMOTO,PSD,RINÓPOLIS,SP,3490.0
EMERSON FERREIRA MACIEL,CIDADANIA,SOLEDADE DE MINAS,MG,3474.0
CARLOS ALBERTO DOS SANTOS SILVA,REPUBLICANOS,SILVEIRAS,SP,3456.0
ALEX EUZÉBIO TORRES,PL,SÃO LUÍS DO PARAITINGA,SP,3453.45
LUCAS CUETE,PL,SÃO SEBASTIÃO DA GRAMA,SP,3450.0
FERNANDO HENRIQUE PEREIRA MELO,MDB,DEMERVAL LOBÃO,PI,3450.0
NILSON JOSÉ DE AZEVEDO,UNIÃO,FRANCISCO DUMONT,MG,3450.0
OSVALDINO REIS DA SILVA,PDT,PRESIDENTE KUBITSCHEK,MG,3444.4500000000003
VARLEI VERCEZI,REPUBLICANOS,IVATUBA,PR,3435.0
JAQUELINE KELLY PEDROZA DA SILVA BARTA,NOVO,SÃO GONÇALO,RJ,3434.0
ROBERTO DALPIVA,PDT,HULHA NEGRA,RS,3421.0
RONEY FRANCISCO COTRIM,PC do B,LICÍNIO DE ALMEIDA,BA,3419.0
ORFEU CINAT FILHO,PSDB,ITIQUIRA,MT,3412.0
PAULA COSTA MONFARDINI,UNIÃO,SÃO JOÃO NEPOMUCENO,MG,3407.5
JOSÉ MARIA GOMES GONTIJO,PP,NOVA CRIXÁS,GO,3400.0
JOSÉ LEONARDO PIMENTEL CAVALCANTE JUNIOR,PT,SANTO AMARO,BA,3400.0
ARY CLEYTON DE CARVALHO RÊGO,PDT,MESSIAS,AL,3400.0
ANTONIO GILVAN INACIO DE SALES,REPUBLICANOS,MADALENA,CE,3400.0
HUSNI OLIVEIRA HASAN JUNIOR,PSB,JANIÓPOLIS,PR,3400.0
GILVANEY JOSE VENANCIO DA SILVA JUNIOR,UNIÃO,OURO VELHO,PB,3400.0
ANA MARIA BORTOLETTO RIVABEN,PSD,GÁLIA,SP,3389.5
GILLIARD ARAÚJO DOS SANTOS,PDT,FREI MARTINHO,PB,3383.0
DIOGO ORBEN,REPUBLICANOS,JURUENA,MT,3379.0
PAULO ARMANDO DA SILVA ALVES,PSD,MARILUZ,PR,3377.0
GIUSEPPE LISBOA LAPORTE,PODE,CONSELHEIRO LAFAIETE,MG,3375.0
ELIANA MARIA MUNIZ,UNIÃO,CAMPESTRE,MG,3360.0
JORGE NETO PINTO,REPUBLICANOS,PINTÓPOLIS,MG,3328.88
LOURIVAL PLÁCIDO DE PAULA,PT,CASTILHO,SP,3310.0
DERLI FRANCISCO DE CARVALHO,PDT,SÃO THOMÉ DAS LETRAS,MG,3300.0
THIAGO VALERIO DA SILVA,PDT,BARRA MANSA,RJ,3300.0
VIRGINIA ANGELICA SANTOS CASTRO,PP,ÁGUA FRIA DE GOIÁS,GO,3290.0
SILVIO DE SOUZA,PSD,LINDOESTE,PR,3265.99
FABIO ALVES GOMES,PT,PAVUSSU,PI,3260.0
JOILMA REIS RIOS,MDB,VÁRZEA DA ROÇA,BA,3250.0
MAURI MARAN,PT,CONCÓRDIA,SC,3250.0
VANDERLEI BORGES DE CARVALHO,PSD,SÃO JOÃO DA BOA VISTA,SP,3220.0
MARCIO DINIZ,PRD,BOCAINA DE MINAS,MG,3215.0
ADÃO SERGIO DE LIMA,AVANTE,CONGONHAS DO NORTE,MG,3215.0
CARLOS HENRIQUE ALVES,PDT,FRANCISCO SÁ,MG,3215.0
MARCIO ROCHA RAFAEL DE OLIVEIRA,PT,COMERCINHO,MG,3206.0
MARITANIA ANTONIA ROSA DA SILVA SANDI,PSB,FAXINAL DOS GUEDES,SC,3203.0
SALOMÃO GURGEL PINHEIRO,PSOL,JANDUÍS,RN,3203.0
LUIZ LEONARDO LUCENA,PP,RIO MANSO,MG,3200.0
NELI PEREIRA SASSO,PP,GARRUCHOS,RS,3200.0
TITO LIVIO BEZERRIL LUZ,PSOL,PEDRO VELHO,RN,3200.0
LEODEGAR RODRIGUES,PT,NOVO CABRAIS,RS,3200.0
HEMERSON GONZAGA DA SILVA,PSB,CENTRAL DE MINAS,MG,3195.0
ADELMO ALVES,REPUBLICANOS,JOÃO RAMALHO,SP,3195.0
CLOVIS BOURSCHEID,PL,SELBACH,RS,3190.0
ARGEU BENITES LOPES,UNIÃO,PAIÇANDU,PR,3180.0
FATIMA MARINA CELIN,MDB,CORDEIRÓPOLIS,SP,3160.3
JOÃO CELSO MARTINI,MOBILIZA,MANDAGUARI,PR,3160.0
MARCOS ANTONIO DE ARAUJO,PL,BRODOWSKI,SP,3156.16
FLAVIA EMANOELA SOUSA PEREIRA QUIRINO,MDB,CONGO,PB,3150.0
ANTONIO LUCAS DO ESPIRITO SANTO ANDRADE,MDB,LAJE,BA,3149.9
JOSE MANOEL DE SOUZA,MDB,BOA ESPERANÇA DO SUL,SP,3142.0
LUZINETE DO CARMO DEOLINDO,DC,VIANA,ES,3138.0
EIDES GUEDES,PSD,JANIÓPOLIS,PR,3132.0
JORGE LUIZ GARROCINI JUNIOR,UNIÃO,CLARAVAL,MG,3124.0
WELINGTON ROCHA DE OLIVEIRA,PSB,OLÍMPIO NORONHA,MG,3114.0
VICENTE DE PAULO SOUSA E SILVA,PSB,PENTECOSTE,CE,3110.0
JOSÉ ELIAS FIGUEIREDO,MDB,SANTANA DA VARGEM,MG,3110.0
PAULO APARECIDO ALVES CARNEIRO,PODE,CHAPADA GAÚCHA,MG,3108.4
DOUGLAS MAFALDA MULLER,PP,SÃO JOSÉ DAS MISSÕES,RS,3108.0
LEONARDO PACHECO ROCHA,NOVO,MURIAÉ,MG,3100.0
ODAIR JOSÉ ARGENTINO MISTRO,PDT,ANALÂNDIA,SP,3100.0
GIOVANI CANDIDO DE OLIVEIRA,PL,GÁLIA,SP,3100.0
DIEGO DO ESPIRITO SANTO SILVA,PRD,CANAVIEIRAS,BA,3100.0
MAICON QUINTANILHA DINIZ,PSTU,VOLTA REDONDA,RJ,3100.0
LUHANNA URYA MACIEL BEZERRA,PP,ORÓS,CE,3100.0
MOISEIS FELIX DOS SANTOS,PDT,BASTOS,SP,3090.0
MARCIA ROBERG CARGNIN,PP,CAPIVARI DE BAIXO,SC,3070.0
